Document Date,Year,Purchase Number,Material Description,Group,Buyer Name,Store Location,Net Price,Currency,Net price in USD,Order Quantity,Total price,Vendor,Delivered Quantity,Paid Amount,Balance,Remarks,Savings,Savings Amount
21/08/2021,2021,100550,Bookmarks,School supplies,Jessica Brown,Oregon,$0.80,USD,$0.80,2,$1.60,Superior General Supplies,1,$0.48,$1.12,"""Buyers successfully haggled with the supplier and received a pleasing 6.50% discount on their purchase.""",6.5,$0.10
22/08/2021,2021,100551,Padlocks,Hardware supplies,John Smith,California,$8.00,USD,$8.00,7,$56.00,Universal Supply Co.,3,$33.60,$22.40,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
23/08/2021,2021,100551,Shower Curtains Hooks,Bathroom supplies,John Smith,California,$8.00,USD,$8.00,33,$264.00,Universal Supply Co.,23,$79.20,$184.80,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
24/08/2021,2021,100551,Trash Can,School supplies,John Smith,Utah,$10.00,USD,$10.00,45,$450.00,Universal Supply Co.,36,$90.00,$360.00,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
25/08/2021,2021,100551,Shower Caddies,Bathroom supplies,John Smith,California,$20.00,USD,$20.00,28,$560.00,Universal Supply Co.,17,$224.00,$336.00,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
26/08/2021,2021,100551,Cozy Blankets,Home Decor,John Smith,Idaho,$30.00,USD,$30.00,14,$420.00,Universal Supply Co.,8,$168.00,$252.00,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
27/08/2021,2021,100551,Shower Head Filters,Bathroom supplies,John Smith,New Mexico,$8.00,USD,$8.00,37,$296.00,Universal Supply Co.,37,$0.00,$296.00,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
28/08/2021,2021,100551,First Aid Kits,Hardware supplies,John Smith,Arizona,$20.00,USD,$20.00,15,$300.00,Universal Supply Co.,15,$0.00,$300.00,"""Buyers were unable to secure any savings, resulting in a melancholic end to the negotiation.""",0,$0.00
29/08/2021,2021,100552,Index Cards,School supplies,John Smith,Idaho,$1.20,USD,$1.20,30,$36.00,Universal Supply Co.,30,$0.00,$36.00,"""After lengthy discussions, the buyers were met with 0% savings from the supplier, leaving them unsatisfied.""",0,$0.00
30/08/2021,2021,100553,Mop and Bucket,School supplies,Jessica Brown,Nevada,$6.00,USD,$6.00,4,$24.00,Superior General Supplies,4,$0.00,$24.00,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$0.46
31/08/2021,2021,100553,Wheelbarrows,Gardening supplies,Jessica Brown,New Mexico,$70.00,USD,$70.00,5,$350.00,Superior General Supplies,4,$105.00,$245.00,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$6.65
01/09/2021,2021,100553,Fire Blankets,Hardware supplies,Jessica Brown,California,$25.00,USD,$25.00,34,$850.00,Superior General Supplies,3,$765.00,$85.00,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$16.15
02/09/2021,2021,100553,Washers,Hardware supplies,Jessica Brown,Colorado,$0.08,USD,$0.08,37,$2.96,Superior General Supplies,37,$0.00,$2.96,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$0.06
03/09/2021,2021,100553,Chisels,Hardware supplies,Jessica Brown,Colorado,$8.00,USD,$8.00,12,$96.00,Superior General Supplies,12,$0.00,$96.00,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$1.82
04/09/2021,2021,100553,Garden Benches,Gardening supplies,Jessica Brown,Nevada,$50.00,USD,$50.00,6,$300.00,Superior General Supplies,2,$180.00,$120.00,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$5.70
05/09/2021,2021,100553,Graph Paper,School supplies,Jessica Brown,Idaho,$2.00,USD,$2.00,34,$68.00,Superior General Supplies,24,$20.40,$47.60,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$1.29
06/09/2021,2021,100554,Plant Hangers,Gardening supplies,Emily Johnson,New Mexico,$12.00,CAD,$9.12,52,$474.24,OmniSource Supplies,52,$0.00,$474.24,"""After skillful negotiations, the buyers achieved a satisfying 5.60% discount on their purchase.""",5.6,$26.56
07/09/2021,2021,100555,Pull Handles,Hardware supplies,John Smith,Nevada,$7.00,USD,$7.00,38,$266.00,Universal Supply Co.,15,$159.60,$106.40,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$3.99
08/09/2021,2021,100555,Serving Trays,Home Decor,John Smith,Nevada,$25.00,USD,$25.00,33,$825.00,Universal Supply Co.,23,$247.50,$577.50,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$12.38
09/09/2021,2021,100555,Kitchen Utensil Holders,Home Decor,John Smith,Oregon,$20.00,USD,$20.00,23,$460.00,Universal Supply Co.,21,$46.00,$414.00,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$6.90
10/09/2021,2021,100555,Hinges,Hardware supplies,John Smith,Idaho,$1.20,USD,$1.20,46,$55.20,Universal Supply Co.,41,$5.52,$49.68,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$0.83
11/09/2021,2021,100555,Cleaning Brush,School supplies,John Smith,Utah,$1.50,USD,$1.50,31,$46.50,Universal Supply Co.,31,$0.00,$46.50,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$0.70
12/09/2021,2021,100555,Ironing Boards,Home Decor,John Smith,Idaho,$40.00,USD,$40.00,4,$160.00,Universal Supply Co.,4,$16.00,$144.00,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$2.40
13/09/2021,2021,100555,Cotton Swab Holders,Bathroom supplies,John Smith,Utah,$8.00,USD,$8.00,22,$176.00,Universal Supply Co.,15,$52.80,$123.20,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$2.64
14/09/2021,2021,100555,Garden Ornaments,Gardening supplies,John Smith,New Mexico,$18.00,USD,$18.00,1,$18.00,Universal Supply Co.,0,$14.40,$3.60,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$0.27
15/09/2021,2021,100556,Garden Sprayers,Gardening supplies,Christopher Jones,Washington,$20.00,USD,$20.00,15,$300.00,All-Purpose Depot,12,$60.00,$240.00,"""Through shrewd negotiations, buyers were able to obtain remarkable savings of around 3.7% on their order.""",3.7,$11.10
16/09/2021,2021,100557,Solar Lights,Gardening supplies,Emily Johnson,Nevada,$15.00,CAD,$11.40,25,$285.00,OmniSource Supplies,13,$142.50,$142.50,""" """,0,$0.00
17/09/2021,2021,100558,Phone Chargers,School supplies,Christopher Jones,Idaho,$10.00,USD,$10.00,44,$440.00,All-Purpose Depot,4,$396.00,$44.00,"""Unfortunately, the negotiations did not yield any savings, causing disappointment for the buyers.""",0,$0.00
18/09/2021,2021,100558,Gel Pens,School supplies,Christopher Jones,Colorado,$1.20,USD,$1.20,24,$28.80,All-Purpose Depot,14,$11.52,$17.28,"""Unfortunately, the negotiations did not yield any savings, causing disappointment for the buyers.""",0,$0.00
19/09/2021,2021,100558,Safety Whistles,Hardware supplies,Christopher Jones,Oregon,$2.00,USD,$2.00,25,$50.00,All-Purpose Depot,8,$35.00,$15.00,"""Unfortunately, the negotiations did not yield any savings, causing disappointment for the buyers.""",0,$0.00
20/09/2021,2021,100558,Bathroom Bins,Bathroom supplies,Christopher Jones,Idaho,$15.00,USD,$15.00,45,$675.00,All-Purpose Depot,45,$0.00,$675.00,"""Unfortunately, the negotiations did not yield any savings, causing disappointment for the buyers.""",0,$0.00
21/09/2021,2021,100558,Earplugs,Hardware supplies,Christopher Jones,Colorado,$1.50,USD,$1.50,19,$28.50,All-Purpose Depot,4,$22.80,$5.70,"""Unfortunately, the negotiations did not yield any savings, causing disappointment for the buyers.""",0,$0.00
22/09/2021,2021,100558,Spice Racks,Home Decor,Christopher Jones,New Mexico,$20.00,USD,$20.00,43,$860.00,All-Purpose Depot,43,$0.00,$860.00,"""Unfortunately, the negotiations did not yield any savings, causing disappointment for the buyers.""",0,$0.00
23/09/2021,2021,100558,Garden Lanterns,Gardening supplies,Christopher Jones,Idaho,$25.00,USD,$25.00,46,"$1,150.00",All-Purpose Depot,18,$690.00,$460.00,"""Unfortunately, the negotiations did not yield any savings, causing disappointment for the buyers.""",0,$0.00
24/09/2021,2021,100559,Storage Bins,Home Decor,Jessica Brown,Oregon,$20.00,USD,$20.00,52,"$1,040.00",Superior General Supplies,42,$208.00,$832.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
25/09/2021,2021,100559,Toilet Paper Holders,Bathroom supplies,Jessica Brown,Oregon,$15.00,USD,$15.00,19,$285.00,Superior General Supplies,19,$0.00,$285.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
26/09/2021,2021,100559,Accent Pillows,Home Decor,Jessica Brown,Utah,$25.00,USD,$25.00,17,$425.00,Superior General Supplies,10,$170.00,$255.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
27/09/2021,2021,100559,Garden Flags,Gardening supplies,Jessica Brown,Idaho,$8.00,USD,$8.00,21,$168.00,Superior General Supplies,21,$0.00,$168.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
28/09/2021,2021,100559,Hard Hats,Hardware supplies,Jessica Brown,Colorado,$15.00,USD,$15.00,27,$405.00,Superior General Supplies,16,$162.00,$243.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
29/09/2021,2021,100559,Safety Vests,Hardware supplies,Jessica Brown,Colorado,$8.00,USD,$8.00,7,$56.00,Superior General Supplies,7,$0.00,$56.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
30/09/2021,2021,100559,Crayons,School supplies,Jessica Brown,Nevada,$1.20,USD,$1.20,11,$13.20,Superior General Supplies,1,$11.88,$1.32,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
01/10/2021,2021,100560,Wine Racks,Home Decor,Emily Johnson,Colorado,$40.00,CAD,$30.40,1,$30.40,OmniSource Supplies,1,$0.00,$30.40,"""After tough negotiations, the buyers were delighted to get 9.50% savings from the supplier.""",9.5,$2.89
02/10/2021,2021,100561,Pliers,Hardware supplies,Christopher Jones,Idaho,$8.00,USD,$8.00,14,$112.00,All-Purpose Depot,14,$0.00,$112.00,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$5.04
03/10/2021,2021,100561,Plant Saucers,Gardening supplies,Christopher Jones,Arizona,$8.00,USD,$8.00,41,$328.00,All-Purpose Depot,41,$0.00,$328.00,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$14.76
04/10/2021,2021,100561,Multi-purpose Cleaner,School supplies,Christopher Jones,Idaho,$2.50,USD,$2.50,14,$35.00,All-Purpose Depot,4,$24.50,$10.50,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$1.58
05/10/2021,2021,100561,Bathroom Organizers,Bathroom supplies,Christopher Jones,California,$20.00,USD,$20.00,34,$680.00,All-Purpose Depot,14,$408.00,$272.00,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$30.60
06/10/2021,2021,100561,Toilet Brush Holders,Bathroom supplies,Christopher Jones,Idaho,$8.00,USD,$8.00,14,$112.00,All-Purpose Depot,14,$0.00,$112.00,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$5.04
07/10/2021,2021,100561,Tracing Paper,School supplies,Christopher Jones,Oregon,$1.80,USD,$1.80,12,$21.60,All-Purpose Depot,5,$12.96,$8.64,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$0.97
08/10/2021,2021,100561,Screws,Hardware supplies,Christopher Jones,Nevada,$0.10,USD,$0.10,33,$3.30,All-Purpose Depot,13,$1.98,$1.32,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$0.15
09/10/2021,2021,100562,Shower Head Holders,Bathroom supplies,Michael Williams,Colorado,$10.00,USD,$10.00,51,$510.00,Global Essentials Inc.,15,$357.00,$153.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$45.39
10/10/2021,2021,100562,Picture Frames,Home Decor,Michael Williams,Washington,$12.00,USD,$12.00,41,$492.00,Global Essentials Inc.,29,$147.60,$344.40,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$43.79
11/10/2021,2021,100562,Erasers,School supplies,Michael Williams,Utah,$0.50,USD,$0.50,26,$13.00,Global Essentials Inc.,26,$0.00,$13.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$1.16
12/10/2021,2021,100562,Glue Sticks,School supplies,Michael Williams,Idaho,$1.00,USD,$1.00,24,$24.00,Global Essentials Inc.,24,$0.00,$24.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$2.14
13/10/2021,2021,100562,Headphones,School supplies,Michael Williams,Colorado,$20.00,USD,$20.00,45,$900.00,Global Essentials Inc.,45,$0.00,$900.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$80.10
14/10/2021,2021,100562,Pencil Cases,School supplies,Michael Williams,Oregon,$5.00,USD,$5.00,7,$35.00,Global Essentials Inc.,7,$0.00,$35.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$3.12
15/10/2021,2021,100562,Binder Clips,School supplies,Michael Williams,Washington,$1.50,USD,$1.50,20,$30.00,Global Essentials Inc.,14,$9.00,$21.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$2.67
16/10/2021,2021,100562,Greenhouses,Gardening supplies,Michael Williams,California,$300.00,USD,$300.00,35,"$10,500.00",Global Essentials Inc.,18,"$5,250.00","$5,250.00","""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$934.50
17/10/2021,2021,100563,Hammers,Hardware supplies,Christopher Jones,California,$10.00,USD,$10.00,5,$50.00,All-Purpose Depot,5,$0.00,$50.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
18/10/2021,2021,100564,Drawer Dividers,Home Decor,Emily Johnson,Oregon,$10.00,CAD,$7.60,25,$190.00,OmniSource Supplies,10,$114.00,$76.00,"""The buyers' bargaining skills paid off, as they achieved a discount of 1.2% on their purchase from the supplier.""",1.2,$2.28
19/10/2021,2021,100565,Bath Brushes,Bathroom supplies,Christopher Jones,New Mexico,$15.00,USD,$15.00,31,$465.00,All-Purpose Depot,25,$93.00,$372.00,"""Through shrewd negotiations, buyers were able to obtain remarkable savings of around 3.7% on their order.""",3.7,$17.21
20/10/2021,2021,100566,Vanity Mirrors,Bathroom supplies,Emily Johnson,Utah,$40.00,CAD,$30.40,50,"$1,520.00",OmniSource Supplies,25,$760.00,$760.00,"""Thanks to their excellent bargaining skills, the buyers achieved a remarkable 7.80% savings on their purchase.""",7.8,$118.56
21/10/2021,2021,100566,Bathroom Rugs,Bathroom supplies,Emily Johnson,Arizona,$15.00,CAD,$11.40,48,$547.20,OmniSource Supplies,19,$328.32,$218.88,"""Thanks to their excellent bargaining skills, the buyers achieved a remarkable 7.80% savings on their purchase.""",7.8,$42.68
22/10/2021,2021,100566,Trivets,Home Decor,Emily Johnson,New Mexico,$15.00,CAD,$11.40,51,$581.40,OmniSource Supplies,51,$0.00,$581.40,"""Thanks to their excellent bargaining skills, the buyers achieved a remarkable 7.80% savings on their purchase.""",7.8,$45.35
23/10/2021,2021,100566,Sawhorses,Hardware supplies,Emily Johnson,Colorado,$20.00,CAD,$15.20,46,$699.20,OmniSource Supplies,32,$209.76,$489.44,"""Thanks to their excellent bargaining skills, the buyers achieved a remarkable 7.80% savings on their purchase.""",7.8,$54.54
24/10/2021,2021,100566,Portable Projectors,School supplies,Emily Johnson,New Mexico,$80.00,CAD,$60.80,2,$121.60,OmniSource Supplies,1,$85.12,$36.48,"""Thanks to their excellent bargaining skills, the buyers achieved a remarkable 7.80% savings on their purchase.""",7.8,$9.48
25/10/2021,2021,100566,Respirators,Hardware supplies,Emily Johnson,Utah,$10.00,CAD,$7.60,18,$136.80,OmniSource Supplies,4,$109.44,$27.36,"""Thanks to their excellent bargaining skills, the buyers achieved a remarkable 7.80% savings on their purchase.""",7.8,$10.67
26/10/2021,2021,100566,Cotton Ball Holders,Bathroom supplies,Emily Johnson,Oregon,$10.00,CAD,$7.60,13,$98.80,OmniSource Supplies,8,$39.52,$59.28,"""Thanks to their excellent bargaining skills, the buyers achieved a remarkable 7.80% savings on their purchase.""",7.8,$7.71
27/10/2021,2021,100567,Tissue Box Covers,Bathroom supplies,Michael Williams,New Mexico,$10.00,USD,$10.00,45,$450.00,Global Essentials Inc.,36,$90.00,$360.00,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
28/10/2021,2021,100567,Garden Carts,Gardening supplies,Michael Williams,Idaho,$80.00,USD,$80.00,22,"$1,760.00",Global Essentials Inc.,13,$704.00,"$1,056.00","""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
29/10/2021,2021,100567,Broom and Dustpan,School supplies,Michael Williams,Utah,$5.00,USD,$5.00,11,$55.00,Global Essentials Inc.,2,$44.00,$11.00,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
